ProductId,title,group,total_review_count,average_rating
18999,Jeepers Creepers,Video,535,3
19011,Views from the South,Book,2,5
19022,Animal Farm (Everyman's Library (Cloth)),Book,992,4.5
19035,Ozzy Osbourne: The Randy Rhoads Years (Guitar Legendary Licks),Book,0,0
19054,I Am Baby,Music,5,5
19061,Rain Player,Book,1,5
19079,Mosaic: A Chronicle of Five Generations,Book,4,5
19086,Everything You Need,Music,38,4
19091,Yentl (1983 Film),Music,31,5
19096,Demonology: Stories,Book,39,3.5
19098,Cuts for Luck and Scars for Freedom,Music,38,4.5
19100,When Poppy and Max Grow Up,Book,2,5
19101,Exposed,Music,0,0
19103,Off the Record,Music,8,4.5
19104,Return of Dragon [Clean Version],Music,101,3.5
19107,Maybe You've Been Brainwashed Too,Music,252,4
19108,Rachmaninoff for Relaxation,Music,2,5
19110,Luther Vandross,Music,78,4.5
19117,Sheep in a Jeep,Book,44,5
19119,Paris Concert,Music,15,5
19127,Primitive,Music,5,3
19128,Restless & Wild,Music,39,4.5
19132,All Over the Place,Music,34,4.5
19134,The Warrior,Music,8,4.5
19151,The Predator,Music,34,4
19162,Essential Chopin: Essential Classics,Music,1,5
19186,Kissing A Fool,Video,26,4.5
19206,Chuck Berry,Book,7,4.5
19208,The Sharper Word: A Mod Reader,Book,3,4
19220,Queen Margot,Video,45,4.5
19226,Fear of a Black Hat,DVD,58,4.5
19230,With the Modern Jazz Quartet (20 Bit Mastering),Music,0,0
19253,Shooting Straight : Telling the Truth About Guns in America,Book,7,3.5
19280,Armageddon -- Criterion Collection,DVD,1169,3.5
19324,"December, Piano Solos: 20th Anniversary Edition",Music,32,5
19374,"Bach: Sonatas and Partitas, Vol. 1",Music,19,5
19381,Extreme: Music From The Motion Picture (1999 IMAX Film),Music,5,5
19382,Indo Jazz Fusions: The Joe Harriott-John Mayer Double Quintet/Jazz at Jazz Ltd.,Music,1,4
19386,Just Listen 'N Learn French (Just Listen N' Learn),Book,10,3.5
19388,Lady in a Cage,Video,30,4.5
19399,Loss,Music,9,4.5
19423,Rockin the Suburbs Ep,Music,1,4
19444,Hello Stranger: Best of,Music,6,5
19448,Story So Far: Very Best of,Music,2,4.5
19453,De Vuelta Al Barrio,Music,13,4
19472,Leo Sayer - 20 Greatest Hits,Music,1,4
19482,Jesus Christ Superstar: The Album - 1992 Australian Cast Recording Highlights,Music,35,4.5
19498,Far More Drums,Music,2,5
19512,Honorary Citizen,Music,11,4.5
19516,This Is My Song and Other Great Hits,Music,3,4.5
19520,Ray Conniff's Hawaiian Album,Music,2,5
19535,"Flesh of My Flesh, Blood of My Blood",Music,339,4
19537,The Professional,Music,54,3.5
19539,"Previn - A Streetcar Named Desire / Fleming, Futral, Gilfry, Griffey, SF Opera, Previn",Music,13,4
19540,Flesh Of My Flesh Blood Of My Blood [Edited],Music,25,4.5
19552,In My Lifetime,Music,16,4.5
19553,The Oldest Rookie : The Incredible True Story of the Thirty-five-year-old Physics Teacher Who Broke into the Major Leagues,Book,20,4
19555,The Family That Plays Together,Music,20,5
19556,16 Most Requested Songs,Music,6,4
19576,Let's Hide Away & Dance Away,Music,4,5
19600,The Kids Campfire Book,Book,6,5
19609,If That's What It Takes,Music,19,5
19613,Singing Songs Everyone Knows,Music,5,4.5
19622,Burning for Revenge (Tomorrow Series),Book,15,5
19633,Radio UserLand Kick Start,Book,2,5
19635,Literature As Exploration,Book,1,4
19639,The Goodbye Girl,DVD,30,4.5
19645,Live in Concert-Natalie Merchant,DVD,28,4
19651,The Narada Nutcracker,Music,5,5
19658,Blue Jays,Music,59,5
19681,Who Hops?,Book,15,5
19689,Classic Jazz: Jazz Masters,Music,0,0
19694,Forget Paris,DVD,20,4
19702,Malcolm X,DVD,101,4.5
19704,Ghosts of Mississippi,DVD,7,3.5
19715,The Girl on a Motorcycle,DVD,13,4
19753,Schaum's Outline of Italian Grammar,Book,3,4.5
19819,The Nerd.,Book,3,4.5
19830,"Live at the Apollo, Vol. II [Deluxe Edition]",Music,16,5
19836,Old-Time String Band Songbook (Fiddle),Book,3,5
19839,The Oxford-Duden Pictorial Spanish and English Dictionary,Book,3,5
19849,Knife in the Water,Video,13,4
19854,Inside Job,Music,206,4
19870,The Sky's the Limit,Video,8,4
19874,Masterpieces Of 19th Cent (Progressive Young Beginners),Book,2,3.5
19878,The Way of the Vaselines: A Complete History,Music,25,4.5
19879,Whiskey for the Holy Ghost,Music,28,5
19880,"Bach: Brandenburg Concertos Nos. 4, 5, 6",Music,1,5
19883,"Bach: Brandenburg Concertos Nos.1, 2 & 3",Music,2,4
19884,The Grunge Years: A Sub Pop Compilation,Music,11,3.5
19900,The Full Custom Gospel Sounds,Music,12,4.5
19909,Kashmir: The Symphonic Led Zeppelin,Music,29,4
19910,Macarena: Tropical Disco,Music,1,4
19913,Mission: Impossible - Music From The Original Motion Picture Score,Music,17,4.5
19914,Pond,Music,5,4.5
19938,A Year in Provence (abridged),Book,106,4.5
19953,Bat out of Hell II: Back into Hell (Deluxe Edition),Music,6,4
19959,20th Century Masters - The Millennium Collection: The Best of the Moonglows,Music,2,5
19960,From Illmatic to Stillmatic: The Remixes [EP],Music,26,3.5
19963,Mahavishnu,Music,6,3.5
19966,"The Upsetter Shop, Vol. 3: Baffling Smoke Signal",Music,2,5
19967,Pressure Point [Mammoth],Music,2,4.5
20009,Igor Stravinsky: The Great Ballets,Music,3,5
20010,Incredible Chord Finder: A Complete Guide to 1116 Guitar Chords,Book,1,4
20014,Tchaikovsky: Symphonies Nos. 4-6,Music,4,4.5
20015,Mendelssohn: Elias,Music,2,5
20018,Johannes Brahms: Complete Trios,Music,5,4
20024,"Handel - Messiah / Harper, Watts, Wakefield, Shirley-Quirk, LSO, C. Davis",Music,14,4.5
20026,The Best Of Rachmaninoff,Music,5,4
20034,Live in the Netherlands,Music,1,4
20039,Serge Rachmaninoff: Piano Concertos Nos. 1-4/Rhapsody On  A Theme By Paganini,Music,9,4.5
20041,Mozart: Violin Concertos,Music,20,5
20042,Bach: Brandenburg Concertos (Complete),Music,5,5
20046,Peter Gunn,Music,2,5
20047,The Guitar Artistry of Charlie Byrd,Music,1,5
20056,The Girl,DVD,13,3
20071,Finger Eleven,Music,139,4
20092,Sundari: A Jivamukti Yoga Class,Music,11,4.5
20098,Untouchables (Limited Edition with Bonus DVD),Music,14,4
20135,The Look of Love,Music,456,3.5
20152,Reservoir Dogs - 10th Anniversary Special Limited Edition (4 Pack),DVD,406,4.5
20153,Reservoir Dogs - (Mr. Orange) 10th Anniversary Special Limited Edition,DVD,407,4.5
20155,Reservoir Dogs - (Mr. Pink) 10th Anniversary Special Limited Edition,DVD,407,4.5
20156,Nextdoorland,Music,14,4.5
20157,Reservoir Dogs - (Mr. White) 10th Anniversary Special Limited Edition,DVD,406,4.5
20159,1st Class,Music,17,3.5
20174,La Bella y la Bestia (Beauty and the Beast) - Special Edition,Video,354,4.5
20210,"Mozart: Concertos for Clarinet, Flute & Bassoon / Karl Böhm",Music,3,4.5
20213,Sun the Wind and Other Things,Music,0,0
20219,Appetizer,Music,1,4
20237,Babylon [2003],Music,6,5
20242,Never: Past Tense,Music,6,4.5
20245,The Complete Mercury Recordings,Music,1,5
20256,Illuminated Spirit: Conversations With a Kyudo Master,Book,2,3.5
20258,Two Nuns and a Pack Mule,Music,22,4.5
20263,Greatest Surfing Songs,Music,1,5
20302,John Steinbeck's of Mice and Men (Barron's Book Notes),Book,41,4
20304,Non-Stop to Brazil,Music,9,5
20321,Monteverdi: Vespro Della Beata Vergine,Music,7,5
20343,Deception of the Thrush: A Beginners Guide to ProjeKcts,Music,4,4.5
20357,"Bach: St. Matthew Passion / Rolfe Johnson, Bonney, von Otter, Chance, Crook; Gardiner",Music,30,4
20359,"The Resurrected Holmes: New Cases from the Notes of John H. Watson, M.D.",Book,8,3.5
20369,Legendary Hits,Music,4,4
20371,Center Stage,Video,213,4.5
20378,"Disco Nights, Vol. 7: DJ Pix",Music,4,4
20380,Great Ladies of Jazz [Rebound],Music,4,4.5
20382,"Disco Nights, Vol. 9: Motown Dance",Music,5,4
20383,"Disco Nights, Vol. 8: Dance Floor Hits",Music,5,3
20386,The Handmaid's Tale : A Novel,Book,433,4
20390,Last Holiday,Video,4,5
20395,Ladies Night,Music,5,4.5
20397,Secrets,Music,3,5
20399,Hollywood Swinging,Music,3,5
20410,Music By Ry Cooder,Music,9,3
20416,Happy Holidays to You,Music,3,5
20418,"High, Low And In Between/Late Great",Music,16,4.5
20424,Broken China,Music,16,4
20425,Marcy Playground,Music,97,4
20428,"Ultra-Lounge, Vol. 17: Bongo Land",Music,6,5
20449,Largo,Music,36,3.5
20460,"Ultra-Lounge, Vol. 14: Bossa Novaville",Music,21,4.5
20469,Serie Platino,Music,1,5
20478,Peekaboo Zoo: A Lift-The-Flap Book (Lamaze : Infant Development System : 18 Months & Up),Book,15,5
20481,Internal Affairs,DVD,19,4
20499,Live: Entertainment or Death,Music,39,4
20503,The Soothsayer,Music,6,4
20531,The Replacement Killers,DVD,98,3.5
20534,Letters on Cézanne,Book,4,4.5
20544,"Don't Let the Sun Go Down On Me: The Elton John Story, Vol. 2",Music,0,0
20548,Days Go By,Music,27,4.5
20554,Tourist [Limited Edition],Music,113,4.5
20565,Lords Prayer II,Music,1,5
20594,Hellsing - Complete Collection,DVD,81,4.5
20602,J.D.'s Revenge,DVD,14,4
20608,The Sting,Music,15,4
20610,Arzachel,Music,3,4.5
20613,Bach - Christmas Oratorio / Gardiner,Music,11,4
20637,The Mask of Zorro,Video,370,4.5
20644,What Makes Me Happy?,Book,1,4
20647,Sleep Tight (Sesame Street),Book,8,5
20661,Fallin' [Germany CD],Music,9,4
20665,Fuzzy Bear's Bedtime: A Touch-And-Learn Pop-Up Book (Fuzzy Bear),Book,0,0
20680,Born to Do It (+4 Bonus Tracks),Music,24,5
20692,Private Revolution,Music,4,4.5
20696,Soul In The Hole: Original Music From And Inspired By The Motion Picture,Music,3,5
20707,Bang,Music,4,4.5
20709,Thirty Seconds Over Winterland,Music,10,4
20711,John Denver's Greatest Hits,Music,55,4.5
20716,The Ultimate Hitchhiker's Guide,Book,283,5
20725,Travelling the Sacred Sound Current: Divine Chants & Sacred Tones for Healing & Meditation,Music,12,4.5
20733,Happy to Be [Bonus Tracks],Music,3,5
20746,20th Century Masters: The Millennium Collection,Music,12,5
20752,Good Charlotte [Bonus Tracks],Music,272,4
20757,Bruckner: Symphonie No. 5,Music,9,4.5
20765,Treasury of Flute Music: In Progressive Order for Beginning Flutists,Book,0,0
20769,Man of the World,Music,2,5
20781,"The Best of Mary Black, Vol. 2",Music,6,4
20783,Parlez Nous a Boire & More,Music,1,5
20800,Moonstruck (1987 Film),Music,7,4.5
20801,Frederic Chopin: Scherzos & Mazurkas,Music,0,0
20805,Souvlaki,Music,58,5
20834,Italian Mandoline 2,Music,6,4.5
20842,2 Pianos in Italy,Music,0,0
20843,The Christmas Album,Music,2,4.5
20844,Christmas With the Vienna Boys Choir,Music,4,5
20876,The Return of Wayne Douglas,Music,7,5
20880,Samhain [Box Set],Music,33,4.5
20881,"World Warped, Vol. 3: Live",Music,7,4.5
20890,Industry Shakedown,Music,25,4.5
20947,Alice's Adventures in Wonderland,Book,1,4
20951,Best of,Music,6,4
20969,Cats - The Musical (Commemorative Edition),Video,465,4.5
20970,The Boxer / In the Name of the Father,Video,51,4.5
20971,Cats - The Musical (Commemorative Edition),DVD,465,4.5
21002,Frankie Valli & Four Seasons - 20 Greatest Hits-Live,Music,11,4.5
21040,A Pilgrim Pope : Messages for the World,Book,1,4
21045,Lady Day's 25 Greatest: 1933-1944,Music,2,5
21060,Francis Albert Sinatra & Antonio Carlos Jobim,Music,91,4.5
21062,Sinatra at the Sands,Music,91,5
21063,September of My Years,Music,31,5
21065,Lake Effect,Book,15,4.5
21067,Ring-a-Ding Ding!,Music,20,5
21075,The Best of Stevie B [1998],Music,20,5
21076,Super Bass,Music,1,5
21078,Dog Years,Music,16,4.5
21080,Never Say Never,Music,384,4.5
21081,Marc Ribot Y Los Cubanos Postizos,Music,17,4.5
21083,Dr. Dolittle (1998 Film),Music,44,4.5
21091,Back in the Saddle Again: 25 Cowboy Classics,Music,5,5
21094,When the Night Is Over,Music,7,3.5
21098,The Eddy Duchin Story: 1933-38 Original Mono Recordings,Music,3,4.5
21102,Personal Velocity,Book,16,3.5
21145,The Anomaly,Music,11,4.5
21154,The Rookie,Video,12,3.5
21159,Bluebeard,DVD,10,3.5
21168,The Very Best of Cesaria Evora,Music,7,4.5
21171,Northern Journey,Music,9,4.5
21172,"The Weavers at Carnegie Hall, Vol. 2",Music,3,5
21173,Christmas Spirituals,Music,5,5
21186,Gorilla Biscuits,Music,8,5
21192,No Spiritual Surrender,Music,16,4.5
21195,Trio,Music,32,5
21198,Quicksand,Music,6,5
21202,Start Today,Music,17,4.5
21203,Spiritual Gardening: Creating Sacred Space Outdoors,Book,7,4
21205,Skid Row: No Frills,Video,3,5
21209,Treasure Island (Signet Classic),Book,196,4
21216,"Girl, Interrupted",Video,251,4
21217,Ecstasy,Music,60,4
21218,Bouncing Off The Satellites,Music,23,4
21227,Snoop Dogg Presents Tha Eastsidaz,Music,74,4
21242,The Voice of the Blues : Classic Interviews from Living Blues Magazine,Book,3,5
21275,Good Night,Book,5,5
21280,The Slim Shady LP (Limited Edition),Music,1030,4
21289,Bored in the USA,Music,8,4.5
21295,Three Businessmen,DVD,2,5
21298,The Sword and the Sorcerer,DVD,33,3.5
21300,Pin,DVD,18,4
21302,Flowers in the Attic,DVD,61,3
21308,Cries in the Desert (St. Martin's True Crime Library),Book,11,3.5
21323,Vestido de Vida,Music,1,5
21345,Un Flic,DVD,9,4
21346,Death Before Dishonor,DVD,7,4
21347,Wanted Dead or Alive,DVD,16,4.5
21348,The House By The Cemetery,DVD,94,3.5
21356,Heathers (THX Version),DVD,110,4.5
21358,The Final Programme,DVD,13,4
21365,Actual Size [Bonus Track],Music,6,4
21408,"Café del Mar, Vol. 5",Music,38,4.5
21412,Together at the Bluebird Café,Music,21,4
21427,Strange Illusion,DVD,5,3.5
21486,Body Double,DVD,60,3.5
21494,Gold,Music,131,4
21496,"The Night Trilogy : Night, Dawn, The Accident",Book,24,4.5
21529,Beatles: Off the Record,Book,8,4.5
21553,Whiskey Before Breakfast,Music,12,5
21588,Waiting to Exhale,Video,39,4
21610,Hablo Espanol!: Creative Activites to Teach Basic Spanish (Kids' Stuff),Book,4,3
21614,Manzanita,Music,15,5
21622,The Quotable Sherlock Holmes,Book,1,5
21640,Lightnin' Hopkins 1947-1969,Music,2,5
21647,Back in the U.S. Live 2002,Music,195,4
21669,On Television,Book,4,4
21677,Hiroshima Mon Amour,Book,46,4.5
21699,The Late Shift,Video,10,4
21720,The Ragpicker's Dream,Music,85,4.5
21734,Yes I Am,Music,43,4.5
21735,Red Dragon Movie tie-In,Book,417,4.5
21739,Brian McKnight,Music,28,5
21743,U-Neek,Music,3,4
21744,A Wolf in Sheep's Clothing,Music,33,4.5
21748,Dedication: The Very Best of Thin Lizzy,Music,32,4
21767,Best of Commitments,Music,2,4
21818,Let's Go to Work,Music,3,4.5
21834,Culture Shock!: Mexico,Book,4,3.5
21843,The End of the Affair: Original Motion Picture Soundtrack (1999 Film),Music,13,3.5
21848,Art Garfunkel - Across America,DVD,7,4.5
21850,Car Wash,DVD,22,3.5
21882,Rise Up Singing : The Group Singing Songbook,Book,42,4.5
21915,The Definitive Collection,Music,8,4.5
21923,Blueprint,Music,4,4.5
21926,Jinx,Music,5,4
21927,Deep Purple [1969],Music,22,4.5
21928,Shades of Deep Purple,Music,23,4
21930,Tattoo,Music,9,5
21931,Napping House,Book,54,4.5
21935,Export Quality,Music,6,5
21968,Godsmack - Live,Video,31,3.5
21973,The Very Lonely Firefly,Book,24,4
21989,501 Russian Verbs: Fully Conjugated in All the Tenses Alphabetically Arranged,Book,19,4.5
21997,Shoes from Grandpa,Book,2,4.5
22030,Othello : A Unit Plan (Litplans on CD),Book,0,0
22059,The Great Outdoors,DVD,40,4
22096,Harmonium,Music,1,5
22127,Tex (Full Screen Edition),DVD,13,4
22176,The Gingko Bed,DVD,4,4
22204,The Hit List,Music,11,3
22229,The Best of Paul Desmond,Music,1,5
22249,The Time Has Come,Music,7,5
22254,Child Is Father to the Man (Exp),Music,26,4.5
22260,Two Much,Video,8,3.5
22274,Rope,DVD,101,4
22276,Family Plot,DVD,26,4
22279,The Trouble With Harry,DVD,40,4
22287,The Betsy,DVD,6,4.5
22290,My Melody,Music,5,4
22294,French Grammar in Context,Book,0,0
22296,Romance of the Three Kingdoms Set (See Vol 1+2),Book,0,0
22301,"John Mack, Oboe",Music,1,5
22335,Brain in a Box: The Science Fiction Collection,Music,7,4.5
22352,The Bridges of Madison County,Book,334,3
22357,Reencarnacion,Music,11,4
22369,"Me, Myself & Irene (2000 Film)",Music,70,3.5
22370,Kindergarten Cop,Video,43,4
22412,Mystery Disc,Music,7,3.5
22427,Mastering Spanish: Level 2 (Foreign Service Institute),Book,14,4.5
22446,Lee Konitz With Warne Marsh,Music,2,5
22470,Complete Dion & Belmonts,Music,4,4.5
22496,Ministry of Fear,Video,4,4
22504,To Whom It May Concern,Music,11,4
22506,I Married a Witch,Video,14,5
22522,Electric Power Distribution Systems: A Nontechnical Guide (Pennwell Nontechnical Series),Book,0,0
22524,Stars & Stripes Forever,Music,6,3.5
22567,The Wiz,DVD,136,4
22568,Deadly Innocence,Book,51,4.5
22577,"Bob Dylan, Bruce Springsteen, and American Song:",Book,2,5
22586,Rivera (Basic Art),Book,0,0
22589,"Rock and Roll Doctor-Lowell George: Guitarist, Songwriter, and Founder of Little Feat",Book,6,3
22595,The Westerner,Video,14,4.5
22604,Vanilla Sky,Video,758,3
22622,The Lost World (Tor Classics),Book,57,4.5
22628,Music for Romancing and Dancing,Music,0,0
22632,Yankee Hotel Foxtrot,Music,564,4
22634,A New Day Has Come,Music,306,4.5
22639,The Social Contract: Or Principles of Political Right (Classics of World Literature),Book,14,4
22646,Good Rockin' Tonight-The Complete Louisiana Hayride Archives,Music,2,5
22647,Young Adam,Book,4,4.5
22648,The Gospel Album,Music,3,4.5
22655,Missing...Presumed Having a Good Time,Music,27,5
22659,Lilith Fair:  A Celebration of Women in Music,Music,34,3.5
22664,Downtown Train (Selections from the Storyteller Anthology),Music,11,4
22666,Rhythm of the Saints,Music,63,4.5
22674,Wild Orchid: Music From The Motion Picture,Music,7,4
22678,G.P./Grievous Angel,Music,64,4.5
22680,Mandingo,Video,33,3.5
22697,Prison Oval Rock,Music,2,5
22708,Gold Plated [Repertoire],Music,4,4.5
22737,The Final Conflict,Video,49,3
22738,Roast Fish & Cornbread,Music,9,4
22767,Educational Policy and the Law,Book,1,4
22784,Animal Husbandry,Book,103,3.5
22836,Freedom Highway,Music,5,4.5
22843,Magnets,Music,5,5
22859,Beat This: Best of,Music,4,5
22891,Adventures of Huckleberry Finn: A Case Study in Critical Controversy (Case Studies in Contemporary Criticism),Book,299,4
22910,Scratch in the Sky,Music,9,4.5
22916,Sugar & Spice [Sundazed],Music,4,3.5
22924,Regulate the Chemicals,Music,4,5
22928,Pete's Dragon,Music,12,4.5
22929,Send in the Clowns,Music,5,4
22947,On Moonlight Bay/By the Light of the Silvery Moon,Music,3,4
22966,The Specialist,DVD,36,3
22975,Byrdland/Brazilian Byrd,Music,0,0
22992,Eminem,Book,2,3
23000,Lithium [CD Single],Music,22,4.5
23001,"The Three Pillars of Zen: Teaching, Practice, and Enlightenment",Book,36,4.5
23028,Bite the Bullet,Video,17,4
23037,In a Hefti Bag,Music,2,5
23042,The Lord of the Rings,DVD,326,3.5
23080,A Book of Five Rings,Book,90,4.5
23081,The Red Badge of Courage (Enriched Classics),Book,273,3.5
23084,Windows,Music,2,5
23131,"Inside Mexico: Living, Traveling, and Doing Business in a Changing Society",Book,3,4
23175,You Were Meant For Me,Music,0,0
23196,Picture Perfect Morning,Music,23,4.5
23197,Big Ones,Music,142,4.5
23203,"Breaking Up the Girl, Pt. 2",Music,3,4.5
23205,Coming Home,Music,7,4.5
23206,Black Rock,Music,9,4
23222,In My Momma's Kitchen (Amistad),Book,5,4.5
23230,Pilgrim of the Heart,Book,0,0
23288,Aftershock: Earthquake in New York,DVD,10,3.5
23312,Hotel Paper,Music,500,4
23330,Ask for It,Music,23,4.5
23340,Amadeus : A Play by Peter Shaffer,Book,25,5
23341,Empire Falls (Vintage Contemporaries),Book,414,4
23344,"Dude, Where's My Car?",DVD,248,3
23346,Vingt a Trente: Mille Jours,Music,2,5
23349,The Wedding Planner,DVD,167,3.5
23352,Dracula 2000,DVD,155,3.5
23360,Hannibal,DVD,619,3.5
23367,Long Train Runnin': 1970-2000,Music,12,4.5
23374,Batman Beyond (1999 Animated Television Series),Music,25,5
23385,Joni Mitchell: Shadows and Light,Book,0,0
23395,Ravenous,DVD,158,4
23434,"ABC and 1,2,3: A Sesame Street Treasury of Words and Numbers (Sesame Street)",Book,4,4.5
23449,Jehovah's Hitlist,Music,10,4
23464,Kill City,Music,7,4.5
23469,The Beatles Illustrated Lyrics,Book,19,4.5
23480,Frontiers,Music,33,4.5
23501,2001,Music,584,4.5
23513,Baby's First: Lullabies,Music,20,2.5
23536,Leviathan,Book,0,0
23572,Italian Popular Songs,Music,0,0
23599,Love Songs,Music,6,5
23670,Chris Barber and His Jazz Band: The Pye Jazz Anthology,Music,0,0
23737,The Best Of Clifford Brown-The Blue Note Years,Music,8,5
23743,Brook Benton - Greatest Hits,Music,6,4
23835,Roots of Rhythm,DVD,4,5
23841,"The Rocky Point Gringo Guide to Puerto Penasco, Mexico",Book,4,4
23844,Sacred Spirit Drums,Music,15,4
23853,Mastering Spanish Business Vocabulary: A Thematic Approach,Book,3,4
23869,Shostakovich: The Gadfly; Five Days - Five Nights (Suites),Music,3,4
23912,"Gilmore Girls: I Love You, You Idiot (Gilmore Girls)",Book,3,5
23948,Money Train,DVD,15,3.5
23961,Out in California,Music,9,4.5
23967,Letting Go,Music,71,4
23969,Sail Away [Expanded],Music,9,4.5
23982,Loving A.J.: My 6-Year Romance with a Backstreet Boy,Book,27,4
23984,Adventures on the Wine Route : A Wine Buyer's Tour of France,Book,8,4.5
23986,Ragtime (1981 Film Soundtrack),Music,11,4.5
23997,Beautiful Girls,Video,108,4.5
24017,Dissecting Marilyn Manson,Book,8,5
24023,Macbeth,Video,72,4.5
24037,Tomorrow - The World,DVD,5,3.5
24039,Tomorrow the World,Video,5,3.5
24041,RZA as Bobby Digital in Stereo,Music,100,4.5
24043,The Third Freedom : Ending Hunger In Our Time,Book,4,5
24053,Wondermints,Music,4,4
24055,Wonderful World of,Music,0,0
24065,Rumble Fish,Video,40,4.5
24071,What to Listen for in Music,Book,20,4
24078,Higher Learning,Video,77,3.5
24088,1001 Motivational Quotes for Success: Great Quotes from Great Minds,Book,7,4.5
24097,Original Outlaw,Music,3,5
24098,A Sweetheart for Valentine,Book,1,5
24119,Fast Guide to Cubase Vst,Book,7,3.5
24148,The Game,Music,44,4.5
24150,"Art of the Trio, Vol. 5: Progression",Music,10,5
24162,"Ceviche: Seafood, Salads, and Cocktails With a Latino Twist",Book,5,2
24166,Hollywood Vampires,Music,12,4.5
24170,The Chicago Tapes: First Set,Music,1,5
24178,The World in the Evening,Book,2,5
24180,One Hour Photo (Full Screen Edition),DVD,275,4
24181,The Crime of Padre Amaro,DVD,47,4
24204,The Best of Art Garfunkel,Music,6,5
24238,No Gravity,Music,5,4
24245,"Greatest Dance Classics of All Time, Vol. 1",Music,2,4.5
24252,I Wanna Get Funky,Music,4,5
24254,The Beauty of the 'Burst,Book,8,5
24258,When Rappers Attack,Music,6,4
24280,Texas Sharecropper & Songster,Music,2,5
24298,Living Language French Verbs: Skill Builder,Book,4,4.5
24301,Doom!,Music,13,4.5
24302,Eternal E [Bonus Tracks],Music,3,5
24309,The Acoustical Foundations of Music,Book,1,4
24324,Vicente Fernandez - Con Mariachi,Music,0,0
24326,"The Devil in the White City : Murder, Magic, Madness, and the Fair that Changed America (Illinois)",Book,369,4
24337,N.W.A. - Greatest Hits,Music,44,4.5
24342,Yes [Bonus Tracks],Music,17,4.5
24357,Coincidence of Memory,Book,12,4.5
24358,Bunny Love,Book,2,4
24363,Best of the Best,Music,4,5
24372,Thomas & The Magic Railroad: Original Motion Picture Soundtrack,Music,8,3.5
24380,Cecil B. Demented (2000 Film),Music,7,4.5
24392,20th Century Masters: The Best of Steve Winwood (Millennium Collection),Music,12,3.5
24400,Emmanuelle 2: The Joys of a Woman,Video,20,3.5
24404,Beauty and the Beast - The Enchanted Christmas,DVD,64,3
24443,The Thing Called Love,Video,35,5
24450,The Mothman Prophecies (Special Edition),DVD,195,4
24457,Mississippi Masala,DVD,22,4.5
24460,Charlie's Angels (Superbit Deluxe Collection),DVD,361,3.5
24464,Empire Records (Remix! Special Fan Edition),DVD,249,4.5
24468,Classical Music: Third Ear: The Essential Listening Companion,Book,17,4.5
24472,Over in the Meadow,Book,3,4.5
24487,Pia,Music,3,4.5
24488,Futureperfect,Music,68,4.5
24494,Blade II,Music,46,3
24515,House of Blues: Essential Women in Blues,Music,3,5
24519,The Prince of Tides,Video,53,4
24523,Evening of Acoustic Music,Music,5,4
24525,Where Have You Been: Live in Montreux 1976-1994,Music,6,4.5
24526,Essential Blues Piano,Music,2,5
24547,Eva by Heart,Music,64,5
24551,It Takes 2,Music,0,0
24560,In the Spirit: A Christmas Album,Music,22,4.5
24620,The Latin Stars Series,Music,3,4.5
24628,Cutter and Bone (Midnight Classics),Book,5,4.5
24642,Boulez: Notations; Structures; ...explosante-fixe...,Music,4,4.5
24696,Greatest Hits,Music,67,5
24699,Under the Milky Way: The Best of the Church,Music,14,4.5
24740,Ricercar / Easter Cantata,Music,0,0
24746,Repaso Answer Key,Book,0,0
24750,Serie 20 Exitos,Music,0,0
24781,Pure Prairie League: Greatest Hits,Music,10,4.5
24828,Lay Some Happiness on Me: Reprise Yrs (Bonus & DVD),Music,1,5
24842,Hannibal,Book,2776,3
24852,Cannibal Man,DVD,5,2.5
24869,Top Tunes Karaoke CDG Kids Vol. 2 TT-158,Music,0,0
24872,Top Tunes Karaoke CDG Elvis & Frank Fun Pack  TTFP-53&54,Music,2,5
24875,"""Toby Keith - Greatest Hits, Vol. 1""",Music,30,5
24920,A Third Browser's Dictionary (Common Reader Editions),Book,0,0
24993,Wreckage,Music,13,3.5
25041,"Aware Compilation, Vol. 6",Music,0,0
25046,Songs from the Girl Singer: A Musical Autobiography,Music,15,5
25077,Solarbabies,Video,12,3.5
25086,County Fair 2000,Music,0,0
25125,Raiding the Icebox: Reflections on Twentieth-Century Culture,Book,0,0
25164,What Lies Beneath,DVD,350,4
25178,The Mammoth Book of New Sherlock Holmes Adventures,Book,13,4
25208,Lord of the Flies,Video,114,3
25225,Wild Wild Salsa,Music,7,4.5
25227,The Best of Freestyle Megamix Vol. 2,Music,11,5
25260,"Rock, Rhythm, & Doo Wop: The Concert",Music,0,0
25275,Sky Dive,Music,3,4.5
25310,Red Dragon Movie Tie-In,Book,417,4.5
25315,Inspector Gadget,DVD,65,3.5
25389,I Waited for You,Music,0,0
25399,Hallucinating Foucault,Book,24,4.5
25404,"Tigger's Giant Lift-The-Flap Book: Learn Numbers, Counting, Manners, and More! (Winnie-the-Pooh Collection)",Book,0,0
25457,Live at Reggae Sunsplash,Music,4,4.5
25491,John Carpenter's Ghosts of Mars,DVD,176,3
25496,Serendipity,DVD,226,4
25497,Serendipity,Video,226,4
25501,American Pie 2 (Widescreen Unrated Collector's Edition),DVD,290,4
25503,Songs From a Parent to a Child,Music,16,4.5
25526,The Cable Guy: Original Motion Picture Soundtrack,Music,9,4
25537,Parenthood,Video,54,4
